Actual_Default,Predicted_Prob,Loan_Amount,Profit_No_Model,Approved_By_Model,Profit_With_Model
1,0.068791329,343377,-343377,TRUE,-343377
0,0.038387523,360000,36000,TRUE,36000
1,0.18372183,1164667.5,-1164667.5,FALSE,0
0,0.062344557,1223010,122301,TRUE,122301
0,0.049520977,1575000,157500,TRUE,157500
0,0.033553164,225000,22500,TRUE,22500
0,0.025385744,746280,74628,TRUE,74628
0,0.032390349,284400,28440,TRUE,28440
0,0.059299634,540000,54000,TRUE,54000
1,0.286152639,384048,-384048,FALSE,0
0,0.041699635,855000,85500,TRUE,85500
0,0.065833185,494118,49411.8,TRUE,49411.8
0,0.022972497,360000,36000,TRUE,36000
0,0.078641416,254700,25470,TRUE,25470
0,0.025265412,254700,25470,TRUE,25470
1,0.501298114,417024,-417024,FALSE,0
0,0.038066605,327024,32702.4,TRUE,32702.4
0,0.024107136,297130.5,29713.05,TRUE,29713.05
0,0.046731687,258768,25876.8,TRUE,25876.8
0,0.03430982,674635.5,67463.55,TRUE,67463.55
0,0.059748382,288873,28887.3,TRUE,28887.3
0,0.062167836,787131,78713.1,TRUE,78713.1
0,0.03019585,481495.5,48149.55,TRUE,48149.55
0,0.027016566,622413,62241.3,TRUE,62241.3
0,0.034142781,119925,11992.5,TRUE,11992.5
0,0.014292929,270000,27000,TRUE,27000
0,0.115824493,630000,63000,TRUE,63000
0,0.11357091,840951,84095.1,TRUE,84095.1
0,0.14646529,180000,18000,TRUE,18000
0,0.074998827,407434.5,40743.45,TRUE,40743.45
0,0.085620755,348264,34826.4,TRUE,34826.4
0,0.049295937,239850,23985,TRUE,23985
1,0.050089724,178290,-178290,TRUE,-178290
0,0.021753265,180000,18000,TRUE,18000
0,0.020907369,694467,69446.7,TRUE,69446.7
0,0.039036608,900000,90000,TRUE,90000
0,0.024739239,197820,19782,TRUE,19782
0,0.047553087,514777.5,51477.75,TRUE,51477.75
1,0.036874445,277969.5,-277969.5,TRUE,-277969.5
0,0.047677541,454500,45450,TRUE,45450
0,0.030327503,855000,85500,TRUE,85500
0,0.020873593,153576,15357.6,TRUE,15357.6
0,0.169277004,153000,15300,TRUE,15300
0,0.041659506,675000,67500,TRUE,67500
0,0.027186066,580500,58050,TRUE,58050
0,0.045051819,728460,72846,TRUE,72846
0,0.050681385,440784,44078.4,TRUE,44078.4
0,0.136568806,112500,11250,TRUE,11250
0,0.062565747,338832,33883.2,TRUE,33883.2
0,0.05548365,239850,23985,TRUE,23985
0,0.16480576,339241.5,33924.15,TRUE,33924.15
1,0.11068147,497520,-497520,TRUE,-497520
0,0.037542189,531000,53100,TRUE,53100
0,0.112745639,373311,37331.1,TRUE,37331.1
0,0.142571135,239850,23985,TRUE,23985
0,0.200201333,135000,13500,FALSE,0
0,0.032143952,675000,67500,TRUE,67500
0,0.04668154,675000,67500,TRUE,67500
0,0.151580192,695970,69597,TRUE,69597
0,0.014230624,270000,27000,TRUE,27000
0,0.057195343,148365,14836.5,TRUE,14836.5
0,0.167121112,728460,72846,TRUE,72846
0,0.042021939,927252,92725.2,TRUE,92725.2
0,0.058176668,1303200,130320,TRUE,130320
0,0.081986726,331920,33192,TRUE,33192
0,0.026152203,1575000,157500,TRUE,157500
1,0.153809931,355806,-355806,TRUE,-355806
0,0.046758576,805536,80553.6,TRUE,80553.6
0,0.065094471,188460,18846,TRUE,18846
0,0.084236917,545040,54504,TRUE,54504
0,0.026366782,755190,75519,TRUE,75519
1,0.090267738,545040,-545040,TRUE,-545040
0,0.335839664,318528,31852.8,FALSE,0
0,0.089604268,443088,44308.8,TRUE,44308.8
0,0.025238979,67500,6750,TRUE,6750
0,0.033430952,360000,36000,TRUE,36000
0,0.068029018,518562,51856.2,TRUE,51856.2
0,0.031869982,814041,81404.1,TRUE,81404.1
0,0.186913289,479578.5,47957.85,FALSE,0
0,0.032500144,755190,75519,TRUE,75519
0,0.029324758,270000,27000,TRUE,27000
0,0.196992984,270000,27000,FALSE,0
0,0.043221104,610335,61033.5,TRUE,61033.5
1,0.078701346,202500,-202500,TRUE,-202500
0,0.030831868,697500,69750,TRUE,69750
0,0.081798567,814041,81404.1,TRUE,81404.1
0,0.050130238,144000,14400,TRUE,14400
0,0.125917451,79632,7963.2,TRUE,7963.2
0,0.032633078,1237500,123750,TRUE,123750
0,0.037499573,675000,67500,TRUE,67500
0,0.03046949,363190.5,36319.05,TRUE,36319.05
1,0.051474409,545040,-545040,TRUE,-545040
0,0.07413435,1256400,125640,TRUE,125640
0,0.1117864,381528,38152.8,TRUE,38152.8
0,0.223924575,269550,26955,FALSE,0
0,0.122086507,1288350,128835,TRUE,128835
0,0.074671484,180000,18000,TRUE,18000
0,0.168251905,495000,49500,TRUE,49500
0,0.023183255,781510.5,78151.05,TRUE,78151.05
0,0.032117841,180000,18000,TRUE,18000
0,0.073766778,675000,67500,TRUE,67500
0,0.027474502,807984,80798.4,TRUE,80798.4
0,0.178355104,1051294.5,105129.45,FALSE,0
0,0.033083846,495000,49500,TRUE,49500
0,0.038496401,1288350,128835,TRUE,128835
0,0.026185517,135000,13500,TRUE,13500
0,0.034529364,528633,52863.3,TRUE,52863.3
0,0.022054718,1078200,107820,TRUE,107820
0,0.045855439,417024,41702.4,TRUE,41702.4
0,0.031792129,1006920,100692,TRUE,100692
0,0.057579926,320922,32092.2,TRUE,32092.2
0,0.148407079,258709.5,25870.95,TRUE,25870.95
0,0.036298026,904500,90450,TRUE,90450
0,0.059911515,1288350,128835,TRUE,128835
0,0.083275358,385164,38516.4,TRUE,38516.4
0,0.029419583,900000,90000,TRUE,90000
0,0.017130807,157500,15750,TRUE,15750
0,0.029359954,1078200,107820,TRUE,107820
0,0.040230504,1144053,114405.3,TRUE,114405.3
0,0.028360193,148365,14836.5,TRUE,14836.5
0,0.051189469,900000,90000,TRUE,90000
0,0.039406824,1113840,111384,TRUE,111384
0,0.032014545,189000,18900,TRUE,18900
0,0.016349998,1046142,104614.2,TRUE,104614.2
0,0.347532918,247675.5,24767.55,FALSE,0
0,0.028126376,1359000,135900,TRUE,135900
0,0.078234087,539100,53910,TRUE,53910
0,0.059487454,312768,31276.8,TRUE,31276.8
0,0.058761368,517923,51792.3,TRUE,51792.3
0,0.039014072,225000,22500,TRUE,22500
0,0.030964862,993996,99399.6,TRUE,99399.6
0,0.06027339,481855.5,48185.55,TRUE,48185.55
0,0.03932089,143910,14391,TRUE,14391
0,0.019542964,675000,67500,TRUE,67500
0,0.08460513,161730,16173,TRUE,16173
0,0.240252319,545040,54504,FALSE,0
0,0.015739057,180000,18000,TRUE,18000
0,0.043802137,218016,21801.6,TRUE,21801.6
0,0.136475984,640080,64008,TRUE,64008
0,0.102253442,180000,18000,TRUE,18000
0,0.017321062,315000,31500,TRUE,31500
0,0.015599424,191880,19188,TRUE,19188
0,0.036305617,416052,41605.2,TRUE,41605.2
0,0.272372923,327024,32702.4,FALSE,0
0,0.022627611,152820,15282,TRUE,15282
0,0.023570187,717003,71700.3,TRUE,71700.3
0,0.032519485,497520,49752,TRUE,49752
0,0.229617537,808650,80865,FALSE,0
0,0.064640205,472500,47250,TRUE,47250
0,0.108955314,306000,30600,TRUE,30600
0,0.052700236,1096020,109602,TRUE,109602
0,0.268945739,450000,45000,FALSE,0
1,0.207686987,754740,-754740,FALSE,0
0,0.048398777,490495.5,49049.55,TRUE,49049.55
0,0.038875549,922716,92271.6,TRUE,92271.6
0,0.019271411,578979,57897.9,TRUE,57897.9
0,0.018159935,835380,83538,TRUE,83538
0,0.054349325,1062000,106200,TRUE,106200
1,0.068694136,675000,-675000,TRUE,-675000
0,0.06895987,983299.5,98329.95,TRUE,98329.95
0,0.083278026,450000,45000,TRUE,45000
0,0.110778472,902209.5,90220.95,TRUE,90220.95
0,0.145968648,290088,29008.8,TRUE,29008.8
0,0.051616447,900000,90000,TRUE,90000
1,0.105719301,171000,-171000,TRUE,-171000
0,0.027953077,284256,28425.6,TRUE,28425.6
0,0.058167382,593010,59301,TRUE,59301
0,0.019445784,161730,16173,TRUE,16173
0,0.035486545,518562,51856.2,TRUE,51856.2
0,0.054762131,545040,54504,TRUE,54504
0,0.021841726,101880,10188,TRUE,10188
0,0.147546996,305221.5,30522.15,TRUE,30522.15
1,0.500731301,640080,-640080,FALSE,0
0,0.103846127,1418692.5,141869.25,TRUE,141869.25
0,0.3150787,182448,18244.8,FALSE,0
0,0.09985811,675000,67500,TRUE,67500
0,0.017181105,1350000,135000,TRUE,135000
0,0.042656732,900000,90000,TRUE,90000
0,0.042924216,278712,27871.2,TRUE,27871.2
0,0.09950727,803259,80325.9,TRUE,80325.9
0,0.057691398,765000,76500,TRUE,76500
0,0.116302989,652500,65250,TRUE,65250
0,0.137066303,967428,96742.8,TRUE,96742.8
0,0.033326412,454500,45450,TRUE,45450
0,0.075837267,900000,90000,TRUE,90000
0,0.213782213,450000,45000,FALSE,0
0,0.037980704,675000,67500,TRUE,67500
0,0.053513317,254700,25470,TRUE,25470
0,0.04826051,254700,25470,TRUE,25470
0,0.056650896,161730,16173,TRUE,16173
0,0.043027843,152820,15282,TRUE,15282
0,0.037184768,157914,15791.4,TRUE,15791.4
0,0.076364157,225000,22500,TRUE,22500
0,0.110081004,454500,45450,TRUE,45450
0,0.034911406,409500,40950,TRUE,40950
0,0.070844485,781920,78192,TRUE,78192
0,0.026710254,310500,31050,TRUE,31050
0,0.453632252,599778,59977.8,FALSE,0
0,0.132113896,450000,45000,TRUE,45000
0,0.017957758,1285816.5,128581.65,TRUE,128581.65
0,0.160957027,254700,25470,TRUE,25470
0,0.028653353,1824480,182448,TRUE,182448
1,0.045936584,441657,-441657,TRUE,-441657
0,0.020464446,808650,80865,TRUE,80865
0,0.024196174,225000,22500,TRUE,22500
0,0.025777136,417024,41702.4,TRUE,41702.4
0,0.029341359,135000,13500,TRUE,13500
0,0.083895686,194076,19407.6,TRUE,19407.6
0,0.027052827,900000,90000,TRUE,90000
0,0.061852765,571396.5,57139.65,TRUE,57139.65
0,0.072945251,900000,90000,TRUE,90000
0,0.055475923,158301,15830.1,TRUE,15830.1
1,0.091384924,640080,-640080,TRUE,-640080
0,0.037890919,1363482,136348.2,TRUE,136348.2
0,0.119435868,545040,54504,TRUE,54504
0,0.054066849,900000,90000,TRUE,90000
0,0.022621918,113760,11376,TRUE,11376
0,0.019248254,728460,72846,TRUE,72846
1,0.159077666,337500,-337500,TRUE,-337500
0,0.05604553,323388,32338.8,TRUE,32338.8
0,0.025649553,315000,31500,TRUE,31500
1,0.09724132,292500,-292500,TRUE,-292500
0,0.064080397,239850,23985,TRUE,23985
0,0.022379101,675000,67500,TRUE,67500
0,0.045949597,868797,86879.7,TRUE,86879.7
0,0.059113657,373500,37350,TRUE,37350
0,0.029503041,302544,30254.4,TRUE,30254.4
0,0.07197,187704,18770.4,TRUE,18770.4
0,0.027223418,497520,49752,TRUE,49752
0,0.249437132,177489,17748.9,FALSE,0
0,0.044338675,481495.5,48149.55,TRUE,48149.55
0,0.070934742,104481,10448.1,TRUE,10448.1
0,0.068015776,1006920,100692,TRUE,100692
1,0.110223956,113760,-113760,TRUE,-113760
0,0.026316222,971280,97128,TRUE,97128
0,0.070038993,1773000,177300,TRUE,177300
0,0.070563229,147888,14788.8,TRUE,14788.8
0,0.024316162,337500,33750,TRUE,33750
0,0.134675864,693301.5,69330.15,TRUE,69330.15
0,0.056766994,1649844,164984.4,TRUE,164984.4
0,0.030662349,50940,5094,TRUE,5094
0,0.142448691,239850,23985,TRUE,23985
0,0.032282105,509922,50992.2,TRUE,50992.2
0,0.054714059,270000,27000,TRUE,27000
0,0.024943575,1762110,176211,TRUE,176211
0,0.183433357,1525482,152548.2,FALSE,0
0,0.05009656,1546020,154602,TRUE,154602
0,0.037325681,125640,12564,TRUE,12564
0,0.192996709,382500,38250,FALSE,0
0,0.072380571,521280,52128,TRUE,52128
0,0.042084952,675000,67500,TRUE,67500
0,0.034038699,127350,12735,TRUE,12735
0,0.2068982,328500,32850,FALSE,0
0,0.077941803,1099872,109987.2,TRUE,109987.2
0,0.165224583,238896,23889.6,TRUE,23889.6
0,0.021425489,824823,82482.3,TRUE,82482.3
0,0.063827456,254700,25470,TRUE,25470
0,0.04643932,239850,23985,TRUE,23985
1,0.159396956,188460,-188460,TRUE,-188460
0,0.055435163,497520,49752,TRUE,49752
0,0.031795687,180000,18000,TRUE,18000
0,0.026547171,1406362.5,140636.25,TRUE,140636.25
0,0.042482944,270000,27000,TRUE,27000
0,0.066457057,225000,22500,TRUE,22500
0,0.036928969,270000,27000,TRUE,27000
0,0.021497477,971280,97128,TRUE,97128
0,0.0493003,219870,21987,TRUE,21987
0,0.028881415,94500,9450,TRUE,9450
0,0.080574193,979992,97999.2,TRUE,97999.2
1,0.03211273,1350000,-1350000,TRUE,-1350000
0,0.033797118,254700,25470,TRUE,25470
1,0.025897801,1024290,-1024290,TRUE,-1024290
0,0.031994844,728460,72846,TRUE,72846
0,0.319395881,1125000,112500,FALSE,0
0,0.038527177,848745,84874.5,TRUE,84874.5
1,0.271824831,180000,-180000,FALSE,0
0,0.055549264,270000,27000,TRUE,27000
0,0.136979394,270000,27000,TRUE,27000
0,0.069309464,263686.5,26368.65,TRUE,26368.65
1,0.040127959,1113840,-1113840,TRUE,-1113840
1,0.18844016,332946,-332946,FALSE,0
0,0.033582042,675000,67500,TRUE,67500
0,0.031362658,491031,49103.1,TRUE,49103.1
0,0.037696797,225000,22500,TRUE,22500
0,0.109640562,279000,27900,TRUE,27900
0,0.056274221,497520,49752,TRUE,49752
0,0.067854653,545040,54504,TRUE,54504
0,0.0778068,450000,45000,TRUE,45000
0,0.044590311,1471657.5,147165.75,TRUE,147165.75
0,0.041812136,1078200,107820,TRUE,107820
0,0.257955579,675000,67500,FALSE,0
0,0.191384375,552555,55255.5,FALSE,0
1,0.049921503,550980,-550980,TRUE,-550980
0,0.206998896,760225.5,76022.55,FALSE,0
0,0.032500477,717003,71700.3,TRUE,71700.3
0,0.08872685,270000,27000,TRUE,27000
0,0.047553449,450000,45000,TRUE,45000
0,0.037117037,382500,38250,TRUE,38250
0,0.081657764,436032,43603.2,TRUE,43603.2
0,0.118703127,348264,34826.4,TRUE,34826.4
0,0.0732285,302206.5,30220.65,TRUE,30220.65
1,0.098185446,661500,-661500,TRUE,-661500
0,0.049627108,135000,13500,TRUE,13500
0,0.061039209,1223010,122301,TRUE,122301
0,0.054974034,630000,63000,TRUE,63000
0,0.054685516,536917.5,53691.75,TRUE,53691.75
0,0.191130934,521280,52128,FALSE,0
0,0.177188467,298512,29851.2,FALSE,0
0,0.415823173,835380,83538,FALSE,0
1,0.29675801,665892,-665892,FALSE,0
0,0.050110201,604152,60415.2,TRUE,60415.2
0,0.028860905,504000,50400,TRUE,50400
0,0.116282755,1253614.5,125361.45,TRUE,125361.45
0,0.293848577,1267735.5,126773.55,FALSE,0
0,0.052158653,1125000,112500,TRUE,112500
1,0.199436781,582228,-582228,FALSE,0
0,0.29680237,545040,54504,FALSE,0
0,0.0194336,1710000,171000,TRUE,171000
0,0.054229301,427450.5,42745.05,TRUE,42745.05
0,0.08488351,112500,11250,TRUE,11250
0,0.0588315,197820,19782,TRUE,19782
0,0.032328666,616846.5,61684.65,TRUE,61684.65
0,0.038606494,1002456,100245.6,TRUE,100245.6
0,0.027407263,715095,71509.5,TRUE,71509.5
0,0.041104383,1076247,107624.7,TRUE,107624.7
0,0.035449127,1755000,175500,TRUE,175500
0,0.106673986,991818,99181.8,TRUE,99181.8
0,0.353818348,284400,28440,FALSE,0
0,0.106731128,64692,6469.2,TRUE,6469.2
0,0.04382756,348264,34826.4,TRUE,34826.4
0,0.081316419,518463,51846.3,TRUE,51846.3
0,0.039520618,508495.5,50849.55,TRUE,50849.55
0,0.170127866,604152,60415.2,TRUE,60415.2
0,0.043205345,835380,83538,TRUE,83538
0,0.041625971,942300,94230,TRUE,94230
1,0.105608309,265851,-265851,TRUE,-265851
0,0.210514219,343800,34380,FALSE,0
0,0.092757677,188685,18868.5,TRUE,18868.5
0,0.07593338,675000,67500,TRUE,67500
0,0.100614638,405000,40500,TRUE,40500
1,0.151213633,781920,-781920,TRUE,-781920
0,0.139161904,835380,83538,TRUE,83538
1,0.108452984,343800,-343800,TRUE,-343800
0,0.056120306,518562,51856.2,TRUE,51856.2
0,0.081286093,143910,14391,TRUE,14391
0,0.060361064,743031,74303.1,TRUE,74303.1
1,0.317565616,640080,-640080,FALSE,0
0,0.246452506,215640,21564,FALSE,0
0,0.038405023,135000,13500,TRUE,13500
0,0.080542873,781920,78192,TRUE,78192
0,0.020845626,276277.5,27627.75,TRUE,27627.75
0,0.147672998,96696,9669.6,TRUE,9669.6
0,0.140446042,1078200,107820,TRUE,107820
0,0.3283055,450000,45000,FALSE,0
0,0.028666926,733315.5,73331.55,TRUE,73331.55
0,0.038601397,170640,17064,TRUE,17064
0,0.021775868,298512,29851.2,TRUE,29851.2
0,0.045572835,1057266,105726.6,TRUE,105726.6
0,0.083189255,675000,67500,TRUE,67500
1,0.089789494,760131,-760131,TRUE,-760131
0,0.075020625,337500,33750,TRUE,33750
0,0.030049643,360000,36000,TRUE,36000
0,0.016476033,2156400,215640,TRUE,215640
0,0.050494862,540000,54000,TRUE,54000
0,0.029640176,854725.5,85472.55,TRUE,85472.55
0,0.014666552,1762110,176211,TRUE,176211
0,0.074923163,417024,41702.4,TRUE,41702.4
0,0.112469172,961146,96114.6,TRUE,96114.6
0,0.13849946,178290,17829,TRUE,17829
0,0.05164936,679500,67950,TRUE,67950
0,0.073511388,283500,28350,TRUE,28350
0,0.05976382,153000,15300,TRUE,15300
0,0.042372314,292500,29250,TRUE,29250
0,0.049734735,781920,78192,TRUE,78192
0,0.056639288,241618.5,24161.85,TRUE,24161.85
0,0.024428233,595903.5,59590.35,TRUE,59590.35
0,0.083020826,247500,24750,TRUE,24750
0,0.086398914,135000,13500,TRUE,13500
0,0.177284232,202500,20250,FALSE,0
0,0.02855771,900000,90000,TRUE,90000
0,0.028964357,247500,24750,TRUE,24750
0,0.048074025,454500,45450,TRUE,45450
0,0.05596451,499261.5,49926.15,TRUE,49926.15
0,0.035363361,1225224,122522.4,TRUE,122522.4
0,0.027115516,508495.5,50849.55,TRUE,50849.55
0,0.11491302,579195,57919.5,TRUE,57919.5
0,0.052792434,553806,55380.6,TRUE,55380.6
0,0.0628492,254799,25479.9,TRUE,25479.9
0,0.070677158,180000,18000,TRUE,18000
0,0.160304361,675000,67500,TRUE,67500
0,0.019607138,1687266,168726.6,TRUE,168726.6
1,0.047312729,312768,-312768,TRUE,-312768
0,0.021139231,315000,31500,TRUE,31500
1,0.11911593,942300,-942300,TRUE,-942300
0,0.040368348,508495.5,50849.55,TRUE,50849.55
0,0.031976603,819432,81943.2,TRUE,81943.2
0,0.039710403,1215000,121500,TRUE,121500
0,0.041418054,1138900.5,113890.05,TRUE,113890.05
0,0.023756477,830709,83070.9,TRUE,83070.9
0,0.018362378,427869,42786.9,TRUE,42786.9
0,0.048593158,495000,49500,TRUE,49500
0,0.023492864,781920,78192,TRUE,78192
0,0.034019832,273636,27363.6,TRUE,27363.6
0,0.043778709,808650,80865,TRUE,80865
0,0.026141574,454500,45450,TRUE,45450
0,0.046476428,728460,72846,TRUE,72846
0,0.485981556,835380,83538,FALSE,0
0,0.031112464,808650,80865,TRUE,80865
0,0.054485221,270000,27000,TRUE,27000
0,0.138416055,805536,80553.6,TRUE,80553.6
0,0.028033331,156384,15638.4,TRUE,15638.4
0,0.022154987,755190,75519,TRUE,75519
0,0.04207621,949500,94950,TRUE,94950
0,0.086649367,540000,54000,TRUE,54000
0,0.034087333,781920,78192,TRUE,78192
0,0.050361816,640080,64008,TRUE,64008
0,0.099453581,835380,83538,TRUE,83538
0,0.056959974,640080,64008,TRUE,64008
1,0.172965415,180000,-180000,TRUE,-180000
0,0.030264961,640458,64045.8,TRUE,64045.8
0,0.203450586,454500,45450,FALSE,0
0,0.217381357,452385,45238.5,FALSE,0
0,0.062884284,948582,94858.2,TRUE,94858.2
0,0.14006601,1104997.5,110499.75,TRUE,110499.75
0,0.015082911,337500,33750,TRUE,33750
0,0.065725056,232344,23234.4,TRUE,23234.4
0,0.267303237,370629,37062.9,FALSE,0
0,0.029686257,540000,54000,TRUE,54000
0,0.114781624,86598,8659.8,TRUE,8659.8
0,0.028192881,1485000,148500,TRUE,148500
0,0.026695539,942300,94230,TRUE,94230
0,0.043051303,490495.5,49049.55,TRUE,49049.55
1,0.267647097,521280,-521280,FALSE,0
0,0.172661896,283500,28350,TRUE,28350
0,0.02800324,81000,8100,TRUE,8100
0,0.049843996,384048,38404.8,TRUE,38404.8
0,0.034149712,384048,38404.8,TRUE,38404.8
0,0.049114865,521280,52128,TRUE,52128
0,0.05280746,900000,90000,TRUE,90000
0,0.1542963,607500,60750,TRUE,60750
0,0.033612181,334152,33415.2,TRUE,33415.2
0,0.049749119,263686.5,26368.65,TRUE,26368.65
0,0.02852158,342000,34200,TRUE,34200
0,0.073187892,1125000,112500,TRUE,112500
0,0.027438099,900000,90000,TRUE,90000
1,0.101101725,284400,-284400,TRUE,-284400
0,0.071392958,751842,75184.2,TRUE,75184.2
0,0.046881727,578979,57897.9,TRUE,57897.9
0,0.044112688,225000,22500,TRUE,22500
0,0.079746424,970380,97038,TRUE,97038
0,0.108309409,122256,12225.6,TRUE,12225.6
0,0.027888407,1575000,157500,TRUE,157500
0,0.022303668,454500,45450,TRUE,45450
0,0.163288506,219870,21987,TRUE,21987
0,0.065614199,157500,15750,TRUE,15750
0,0.03505557,675000,67500,TRUE,67500
0,0.107699251,1125000,112500,TRUE,112500
0,0.059720715,512064,51206.4,TRUE,51206.4
0,0.195847562,495882,49588.2,FALSE,0
0,0.3392442,835605,83560.5,FALSE,0
0,0.075299636,814041,81404.1,TRUE,81404.1
0,0.083527938,685336.5,68533.65,TRUE,68533.65
0,0.032794857,687600,68760,TRUE,68760
0,0.135883302,290358,29035.8,TRUE,29035.8
0,0.022851967,679500,67950,TRUE,67950
0,0.124734165,78192,7819.2,TRUE,7819.2
1,0.059119381,719860.5,-719860.5,TRUE,-719860.5
0,0.202702001,729792,72979.2,FALSE,0
0,0.033196681,679500,67950,TRUE,67950
0,0.039339502,900000,90000,TRUE,90000
0,0.085516504,332946,33294.6,TRUE,33294.6
0,0.047839511,808650,80865,TRUE,80865
1,0.036191504,540000,-540000,TRUE,-540000
0,0.017681771,315000,31500,TRUE,31500
0,0.028437619,2215224,221522.4,TRUE,221522.4
0,0.064978076,754740,75474,TRUE,75474
0,0.039167314,733315.5,73331.55,TRUE,73331.55
0,0.0352869,810000,81000,TRUE,81000
0,0.120884258,474048,47404.8,TRUE,47404.8
0,0.036020402,284400,28440,TRUE,28440
0,0.056614092,225000,22500,TRUE,22500
0,0.029785486,254700,25470,TRUE,25470
0,0.025518216,454500,45450,TRUE,45450
0,0.031742941,315000,31500,TRUE,31500
0,0.042363391,1305000,130500,TRUE,130500
0,0.04867931,180000,18000,TRUE,18000
0,0.104064621,835380,83538,TRUE,83538
0,0.022587783,675000,67500,TRUE,67500
0,0.168247724,545040,54504,TRUE,54504
0,0.04301313,1044724.5,104472.45,TRUE,104472.45
0,0.168666301,360000,36000,TRUE,36000
0,0.034771374,755190,75519,TRUE,75519
0,0.047846892,1205896.5,120589.65,TRUE,120589.65
0,0.064909897,422505,42250.5,TRUE,42250.5
0,0.027488196,760225.5,76022.55,TRUE,76022.55
0,0.024461918,270000,27000,TRUE,27000
0,0.195221954,612612,61261.2,FALSE,0
0,0.051696442,508495.5,50849.55,TRUE,50849.55
0,0.02347216,247275,24727.5,TRUE,24727.5
0,0.159240035,518562,51856.2,TRUE,51856.2
0,0.02387491,337500,33750,TRUE,33750
0,0.03837745,1800000,180000,TRUE,180000
0,0.018736911,540000,54000,TRUE,54000
0,0.187420869,180000,18000,FALSE,0
0,0.016966709,508495.5,50849.55,TRUE,50849.55
0,0.033690679,900000,90000,TRUE,90000
0,0.096113315,248760,24876,TRUE,24876
0,0.023921339,450000,45000,TRUE,45000
0,0.104296427,563080.5,56308.05,TRUE,56308.05
0,0.102554227,1288350,128835,TRUE,128835
0,0.030215373,508495.5,50849.55,TRUE,50849.55
0,0.063537701,1102171.5,110217.15,TRUE,110217.15
0,0.049436863,188685,18868.5,TRUE,18868.5
0,0.072192322,233784,23378.4,TRUE,23378.4
0,0.051136795,148365,14836.5,TRUE,14836.5
0,0.044010951,450000,45000,TRUE,45000
0,0.189917407,314100,31410,FALSE,0
0,0.045344483,742500,74250,TRUE,74250
0,0.165993993,337500,33750,TRUE,33750
0,0.137874901,900000,90000,TRUE,90000
0,0.129610178,225000,22500,TRUE,22500
0,0.044338945,180000,18000,TRUE,18000
0,0.019252949,180000,18000,TRUE,18000
1,0.105667943,450000,-450000,TRUE,-450000
0,0.106854363,990000,99000,TRUE,99000
0,0.024123158,810000,81000,TRUE,81000
0,0.087956534,490005,49000.5,TRUE,49000.5
0,0.188170742,386977.5,38697.75,FALSE,0
0,0.113588716,990000,99000,TRUE,99000
0,0.050567639,161730,16173,TRUE,16173
0,0.049693848,229500,22950,TRUE,22950
0,0.104979729,675000,67500,TRUE,67500
0,0.01782061,270000,27000,TRUE,27000
0,0.039726884,269550,26955,TRUE,26955
1,0.075117899,180000,-180000,TRUE,-180000
1,0.08710567,751500,-751500,TRUE,-751500
0,0.158849664,314100,31410,TRUE,31410
0,0.016174077,119925,11992.5,TRUE,11992.5
0,0.066729651,831730.5,83173.05,TRUE,83173.05
0,0.047112224,1125000,112500,TRUE,112500
0,0.041676517,405000,40500,TRUE,40500
0,0.182836577,337500,33750,FALSE,0
0,0.144980005,180000,18000,TRUE,18000
0,0.300338124,135000,13500,FALSE,0
0,0.032256339,180000,18000,TRUE,18000
0,0.07459238,396171,39617.1,TRUE,39617.1
1,0.299064282,888840,-888840,FALSE,0
0,0.053761007,1125000,112500,TRUE,112500
0,0.090064635,450000,45000,TRUE,45000
0,0.020765485,256500,25650,TRUE,25650
0,0.080449574,254700,25470,TRUE,25470
0,0.016503869,1155226.5,115522.65,TRUE,115522.65
0,0.038391744,463500,46350,TRUE,46350
0,0.018273609,900000,90000,TRUE,90000
0,0.023047978,814041,81404.1,TRUE,81404.1
0,0.036502602,352044,35204.4,TRUE,35204.4
0,0.09961338,226152,22615.2,TRUE,22615.2
0,0.121818305,203760,20376,TRUE,20376
0,0.021791519,1012500,101250,TRUE,101250
0,0.05961599,152820,15282,TRUE,15282
0,0.040793668,508495.5,50849.55,TRUE,50849.55
0,0.059496196,427450.5,42745.05,TRUE,42745.05
0,0.030923464,1575000,157500,TRUE,157500
0,0.081262811,253737,25373.7,TRUE,25373.7
1,0.032591001,177903,-177903,TRUE,-177903
0,0.110334888,450000,45000,TRUE,45000
0,0.121437315,508495.5,50849.55,TRUE,50849.55
0,0.140120483,562491,56249.1,TRUE,56249.1
0,0.12601503,130500,13050,TRUE,13050
0,0.092021565,315000,31500,TRUE,31500
0,0.031614806,495000,49500,TRUE,49500
0,0.080325167,135000,13500,TRUE,13500
0,0.042242759,270000,27000,TRUE,27000
1,0.228410898,894249,-894249,FALSE,0
0,0.021848569,1467612,146761.2,TRUE,146761.2
0,0.063546883,450000,45000,TRUE,45000
0,0.063854939,180000,18000,TRUE,18000
0,0.095804998,381528,38152.8,TRUE,38152.8
0,0.027851312,787131,78713.1,TRUE,78713.1
0,0.167782938,125109,12510.9,TRUE,12510.9
0,0.016805413,348264,34826.4,TRUE,34826.4
0,0.023641547,1381500,138150,TRUE,138150
0,0.035795065,755190,75519,TRUE,75519
0,0.067776813,432661.5,43266.15,TRUE,43266.15
0,0.04101254,1288350,128835,TRUE,128835
0,0.03016392,688090.5,68809.05,TRUE,68809.05
